,Date,Departure Time,Revenue ($),Passengers (First Class),Passengers (Business Class),Passengers (Economy Class),Origin,Destination,Pod,Distance (km),Flight Number,Aircraft Type,Departure Gate,Arrival Gate,Airline
1115,2023-07-01,18:32,1841.0,10.0,22.0,69.0,JFK,LHR,A,3610.0,969.0,Airbus A320,B,B,Emirates
1116,2023-06-22,06:19,2113.0,6.0,11.0,59.0,LHR,CDG,A,3031.0,176.0,Airbus A320,D,B,American Airlines
1128,2023-07-01,06:48,3642.0,10.0,10.0,92.4,DXB,LAX,B,4628.0,944.0,Boeing 777,B,D,Emirates
1129,2023-06-20,13:25,3075.0,10.0,28.0,130.0,ORD,LHR,A,1447.0,523.0,Boeing 737,C,B,Qantas
1130,2023-06-14,15:23,4469.0,3.0,29.0,97.0,JFK,LHR,A,4434.0,853.0,Boeing 777,C,B,American Airlines
1131,2023-06-26,22:14,2196.0,8.0,15.0,186.9,AMS,LAX,B,3297.0,670.0,Boeing 737,B,D,British Airways
1132,2023-06-24,19:25,1009.0,2.0,23.0,181.65,DXB,CDG,B,1249.0,509.0,Airbus A320,A,B,American Airlines
1135,2023-06-15,08:30,4444.0,3.0,20.0,178.0,JFK,LAX,A,4670.0,797.0,Boeing 777,A,D,Emirates
1136,2023-06-11,20:12,4869.0,1.0,26.0,155.4,AMS,SIN,B,2880.0,303.0,Airbus A320,D,D,American Airlines
1144,2023-06-06,23:15,1750.0,3.0,10.0,82.95,DXB,HND,B,3140.0,148.0,Airbus A320,C,A,Emirates
1149,2023-06-17,13:01,1208.0,7.0,19.0,191.1,AMS,CDG,B,4700.0,987.0,Boeing 737,A,C,British Airways
1151,2023-06-11,04:59,4572.0,1.0,22.0,96.0,LHR,LAX,A,4308.0,905.0,Airbus A320,B,A,American Airlines
1152,2023-07-05,10:15,4751.0,4.0,19.0,107.0,JFK,BOG,A,3224.0,418.0,Airbus A380,B,C,American Airlines
1155,2023-06-23,10:29,2750.0,3.0,18.0,171.15,DXB,SIN,B,3796.0,231.0,Boeing 777,C,A,British Airways
1164,2023-06-15,12:06,2858.0,4.0,15.0,63.0,ORD,LAX,A,2099.0,701.0,Airbus A320,C,A,Emirates
1165,2023-06-30,18:00,1667.0,3.0,20.0,86.0,ORD,SIN,A,1008.0,736.0,Boeing 737,C,A,Qantas
1167,2023-06-06,17:42,1947.0,4.0,29.0,163.8,AMS,LHR,B,1131.0,605.0,Airbus A380,A,A,Qantas
1169,2023-06-10,20:57,3487.0,3.0,13.0,78.0,LHR,CDG,A,4031.0,381.0,Boeing 737,C,A,Emirates
1170,2023-06-22,23:21,2229.0,7.0,23.0,101.0,ORD,BOG,A,4632.0,431.0,Airbus A380,D,B,American Airlines
1171,2023-06-21,09:40,4793.0,6.0,17.0,116.55,AMS,BOG,B,1590.0,496.0,Airbus A320,A,A,Emirates
1185,2023-07-03,07:12,3377.0,7.0,29.0,180.6,AMS,CDG,B,1961.0,740.0,Boeing 737,B,A,Emirates
1187,2023-06-10,04:30,2589.0,2.0,24.0,88.2,AMS,BOG,B,3891.0,478.0,Boeing 737,B,C,Emirates
1188,2023-06-25,02:17,2976.0,2.0,17.0,185.85,DXB,CDG,B,1293.0,710.0,Boeing 777,D,A,Qantas
1189,2023-06-06,20:52,1470.0,4.0,13.0,70.35000000000001,SYD,HND,B,4508.0,893.0,Airbus A320,D,B,American Airlines
1191,2023-06-09,22:36,4018.0,2.0,28.0,108.15,DXB,LAX,B,4842.0,466.0,Airbus A320,A,D,Emirates
1193,2023-06-30,11:18,1698.0,3.0,22.0,158.55,SYD,SIN,B,1308.0,344.0,Boeing 777,B,B,Qantas
1196,2023-06-29,16:12,1274.0,6.0,22.0,136.5,AMS,LAX,B,3639.0,205.0,Boeing 737,D,D,Qantas
1201,2023-06-20,02:41,2296.0,5.0,20.0,51.0,JFK,BOG,A,3485.0,673.0,Airbus A380,D,C,Emirates
1202,2023-06-11,21:11,2095.0,9.0,27.0,94.5,SYD,HND,B,1574.0,800.0,Boeing 777,A,C,American Airlines
1206,2023-06-18,08:48,3423.0,2.0,12.0,129.15,DXB,LAX,B,1660.0,695.0,Airbus A380,C,A,Qantas
1207,2023-06-07,14:46,1090.0,9.0,25.0,141.0,LHR,LAX,A,1163.0,672.0,Boeing 737,C,C,British Airways
1210,2023-06-19,18:28,3809.0,5.0,29.0,137.0,JFK,BOG,A,3671.0,600.0,Airbus A320,B,B,American Airlines
1212,2023-07-05,11:12,2835.0,2.0,13.0,161.0,ORD,CDG,A,1777.0,757.0,Airbus A320,D,D,Qantas
1216,2023-06-23,21:23,4172.0,2.0,28.0,72.0,ORD,LAX,A,1418.0,476.0,Boeing 737,D,D,Qantas
1217,2023-06-19,11:16,1896.0,9.0,11.0,201.6,AMS,LHR,B,2078.0,614.0,Boeing 737,D,C,Emirates
1218,2023-06-07,20:37,4854.0,8.0,16.0,197.0,LHR,CDG,A,3973.0,780.0,Airbus A320,B,B,British Airways
1219,2023-07-05,15:30,4096.0,5.0,15.0,91.35,DXB,LHR,B,4611.0,494.0,Boeing 737,C,B,Qantas
1221,2023-07-02,02:10,2930.0,3.0,24.0,92.4,DXB,LHR,B,1721.0,934.0,Boeing 737,B,B,British Airways
1226,2023-07-03,07:10,1046.0,1.0,24.0,115.0,LHR,HND,A,1122.0,162.0,Airbus A320,B,D,American Airlines
1234,2023-06-12,20:33,1083.0,8.0,18.0,76.65,SYD,LAX,B,2856.0,812.0,Airbus A320,C,D,Qantas
1235,2023-07-02,10:49,4737.0,5.0,25.0,52.0,ORD,CDG,A,3732.0,759.0,Boeing 777,D,B,British Airways
1236,2023-07-05,02:49,2162.0,5.0,16.0,101.0,ORD,BOG,A,2765.0,671.0,Airbus A320,B,D,Emirates
1237,2023-06-06,20:53,3695.0,3.0,15.0,186.9,DXB,SIN,B,3834.0,943.0,Boeing 737,D,A,Qantas
1240,2023-06-14,06:59,1650.0,10.0,17.0,60.900000000000006,AMS,CDG,B,1815.0,871.0,Airbus A380,A,B,Qantas
1242,2023-06-30,00:41,3439.0,10.0,12.0,125.0,ORD,HND,A,3797.0,578.0,Boeing 777,C,C,British Airways
1247,2023-06-06,03:21,2455.0,8.0,12.0,159.6,DXB,LHR,B,2021.0,109.0,Boeing 777,A,B,Emirates
1248,2023-06-11,08:49,1806.0,7.0,14.0,94.0,ORD,BOG,A,2449.0,838.0,Airbus A380,D,A,Qantas
1249,2023-06-07,03:13,3034.0,7.0,11.0,176.0,JFK,HND,A,1791.0,655.0,Airbus A320,C,B,British Airways
1250,2023-06-28,14:37,2972.0,7.0,26.0,210.0,AMS,LHR,B,1480.0,533.0,Boeing 737,A,A,British Airways
1255,2023-06-24,07:10,2769.0,7.0,30.0,174.0,ORD,SIN,A,3148.0,351.0,Boeing 737,C,C,American Airlines
1262,2023-06-07,00:22,3654.0,8.0,24.0,201.6,SYD,LAX,B,2780.0,314.0,Boeing 777,B,B,Qantas
1263,2023-07-03,12:02,1092.0,8.0,12.0,166.95000000000002,AMS,HND,B,1001.0,671.0,Airbus A380,C,A,American Airlines
1272,2023-06-06,23:02,4783.0,7.0,13.0,155.0,ORD,LHR,A,4957.0,815.0,Airbus A320,D,C,Qantas
1283,2023-06-09,14:25,4495.0,4.0,23.0,86.0,ORD,BOG,A,4769.0,865.0,Airbus A320,A,C,Emirates
1287,2023-06-28,21:54,3991.0,5.0,14.0,189.0,AMS,BOG,B,2374.0,112.0,Airbus A320,C,B,Qantas
1288,2023-06-09,17:05,3637.0,4.0,17.0,105.0,JFK,HND,A,4575.0,615.0,Airbus A380,A,C,Qantas
1290,2023-06-22,18:54,4781.0,4.0,28.0,172.0,ORD,LHR,A,3846.0,844.0,Airbus A320,B,B,Emirates
1298,2023-06-17,19:02,4224.0,2.0,17.0,97.0,ORD,LAX,A,3039.0,850.0,Airbus A320,B,D,American Airlines
1301,2023-06-17,10:26,1979.0,6.0,11.0,163.0,ORD,SIN,A,1104.0,877.0,Airbus A320,A,B,British Airways
1304,2023-06-11,14:28,4181.0,7.0,13.0,195.0,JFK,CDG,A,4335.0,576.0,Boeing 737,D,D,British Airways
1309,2023-07-03,22:15,4223.0,5.0,14.0,191.1,DXB,BOG,B,2483.0,523.0,Airbus A320,D,B,Emirates
1310,2023-06-26,17:58,4132.0,7.0,26.0,101.0,ORD,LAX,A,1077.0,438.0,Boeing 777,A,C,American Airlines
1314,2023-07-05,19:43,4422.0,9.0,13.0,107.0,ORD,LAX,A,4744.0,596.0,Boeing 777,D,A,British Airways
1315,2023-06-19,15:22,4841.0,5.0,11.0,80.85000000000001,AMS,CDG,B,1091.0,172.0,Airbus A380,A,C,Emirates
1316,2023-06-29,16:18,2930.0,6.0,13.0,196.0,ORD,LAX,A,1305.0,522.0,Airbus A320,D,A,American Airlines
1320,2023-07-01,06:37,1293.0,1.0,26.0,184.8,SYD,CDG,B,2517.0,750.0,Airbus A380,C,A,Emirates
1321,2023-06-09,05:31,4151.0,3.0,15.0,178.0,LHR,SIN,A,3631.0,673.0,Airbus A320,B,B,American Airlines
1325,2023-06-10,05:31,3875.0,2.0,11.0,51.0,ORD,LAX,A,4735.0,973.0,Boeing 777,D,A,American Airlines
1328,2023-06-19,10:02,1002.0,6.0,11.0,117.6,AMS,LAX,B,3571.0,409.0,Airbus A320,C,A,Qantas
1331,2023-06-22,02:24,3770.0,6.0,24.0,55.0,LHR,HND,A,3909.0,711.0,Boeing 737,D,D,Qantas
1344,2023-06-08,03:16,4980.0,7.0,21.0,115.5,AMS,CDG,B,1681.0,673.0,Boeing 737,D,C,Qantas
1346,2023-06-21,03:51,3927.0,2.0,13.0,161.0,JFK,CDG,A,3552.0,565.0,Boeing 737,C,C,Emirates
1348,2023-06-24,12:53,4539.0,4.0,30.0,68.0,LHR,LAX,A,4147.0,767.0,Airbus A320,A,C,British Airways
1351,2023-06-06,21:36,3190.0,3.0,25.0,200.55,SYD,BOG,B,2946.0,145.0,Airbus A380,B,A,American Airlines
1355,2023-07-03,01:08,2139.0,10.0,14.0,102.0,LHR,LAX,A,3394.0,437.0,Airbus A320,B,C,British Airways
1356,2023-06-09,09:10,1089.0,10.0,17.0,189.0,AMS,CDG,B,2032.0,729.0,Boeing 777,A,A,Qantas
1357,2023-06-07,01:04,3311.0,5.0,29.0,144.9,SYD,BOG,B,4832.0,939.0,Airbus A320,D,D,American Airlines
1359,2023-06-25,01:23,3904.0,4.0,12.0,202.65,AMS,LAX,B,3683.0,616.0,Boeing 777,C,B,Qantas
1360,2023-07-01,18:59,3306.0,6.0,19.0,135.0,ORD,SIN,A,4817.0,119.0,Airbus A320,B,C,Qantas
1365,2023-06-16,04:27,1783.0,9.0,20.0,198.0,ORD,HND,A,1218.0,408.0,Boeing 737,B,D,American Airlines
1370,2023-06-09,01:20,3749.0,4.0,25.0,64.0,ORD,BOG,A,1703.0,244.0,Airbus A380,A,D,Emirates
1371,2023-06-20,13:03,3047.0,8.0,12.0,137.0,JFK,LAX,A,3790.0,719.0,Boeing 777,C,A,Emirates
1374,2023-06-15,04:49,4277.0,8.0,25.0,176.4,DXB,BOG,B,4325.0,843.0,Boeing 737,D,B,American Airlines
1377,2023-07-04,15:32,4315.0,4.0,16.0,187.0,LHR,LHR,A,1137.0,931.0,Boeing 737,D,A,British Airways
1378,2023-06-08,02:19,4063.0,10.0,22.0,159.6,SYD,LAX,B,4153.0,616.0,Airbus A320,A,B,Qantas
1380,2023-07-03,23:03,3789.0,9.0,19.0,90.0,ORD,BOG,A,2288.0,213.0,Airbus A320,D,C,British Airways
1381,2023-06-12,17:24,1450.0,10.0,17.0,179.55,SYD,LHR,B,4034.0,177.0,Airbus A320,A,D,British Airways
1383,2023-06-13,00:31,2955.0,4.0,28.0,162.0,LHR,HND,A,4713.0,296.0,Boeing 777,B,B,Qantas
1387,2023-06-06,04:17,1806.0,8.0,25.0,109.2,AMS,CDG,B,3519.0,905.0,Boeing 737,A,D,American Airlines
1389,2023-06-28,04:33,2086.0,10.0,12.0,150.0,ORD,LAX,A,2474.0,940.0,Airbus A320,A,A,British Airways
1390,2023-06-13,06:58,2843.0,9.0,27.0,182.0,LHR,SIN,A,1448.0,994.0,Airbus A320,C,D,Qantas
1392,2023-06-22,10:37,3528.0,7.0,17.0,132.0,ORD,LHR,A,3531.0,638.0,Boeing 737,C,B,Emirates
1393,2023-07-04,12:21,4422.0,2.0,22.0,122.85,SYD,SIN,B,1491.0,174.0,Boeing 777,D,C,British Airways
1396,2023-06-17,21:03,2279.0,8.0,23.0,174.3,AMS,SIN,B,3449.0,473.0,Airbus A320,A,D,American Airlines
1401,2023-06-16,17:36,2575.0,6.0,19.0,179.0,LHR,LAX,A,2735.0,570.0,Airbus A380,A,D,Emirates
1403,2023-06-07,01:48,4418.0,10.0,12.0,73.5,DXB,LAX,B,2256.0,408.0,Boeing 737,B,D,American Airlines
1409,2023-06-26,19:59,4187.0,10.0,21.0,97.0,JFK,SIN,A,4916.0,141.0,Airbus A380,C,C,Emirates
1410,2023-06-10,15:14,4204.0,7.0,13.0,149.1,AMS,BOG,B,1906.0,792.0,Airbus A380,B,A,Emirates
1411,2023-06-26,05:51,3196.0,9.0,12.0,115.0,ORD,SIN,A,1616.0,853.0,Boeing 737,B,D,Emirates
1414,2023-06-25,01:25,2352.0,8.0,29.0,58.8,DXB,CDG,B,1854.0,101.0,Airbus A380,B,C,American Airlines
1416,2023-06-22,17:07,4851.0,6.0,24.0,113.0,JFK,LHR,A,1500.0,573.0,Boeing 777,A,C,Qantas
1419,2023-06-12,05:09,2586.0,7.0,15.0,91.35,DXB,SIN,B,3753.0,967.0,Boeing 737,C,C,Qantas
1428,2023-06-12,07:35,1102.0,9.0,17.0,75.0,ORD,LHR,A,2079.0,682.0,Airbus A380,D,B,American Airlines
1436,2023-06-06,13:13,3324.0,10.0,28.0,120.0,ORD,LAX,A,3726.0,551.0,Boeing 777,C,A,British Airways
1440,2023-06-12,12:32,4802.0,4.0,14.0,151.20000000000002,AMS,LHR,B,4001.0,155.0,Boeing 777,D,B,American Airlines
1444,2023-06-30,08:19,1458.0,5.0,10.0,157.0,ORD,CDG,A,1510.0,362.0,Airbus A320,C,A,Qantas
1449,2023-06-30,23:48,2083.0,5.0,13.0,102.0,LHR,HND,A,1349.0,806.0,Boeing 777,C,B,Emirates
1450,2023-06-06,21:41,4357.0,7.0,15.0,139.65,SYD,LHR,B,2294.0,730.0,Airbus A380,C,C,Emirates
1453,2023-06-15,16:22,2094.0,5.0,11.0,65.10000000000001,AMS,HND,B,4910.0,833.0,Boeing 777,D,D,Qantas
1454,2023-06-21,19:44,3581.0,4.0,28.0,149.0,JFK,LAX,A,3778.0,327.0,Airbus A320,C,B,British Airways
1455,2023-06-22,18:49,1486.0,1.0,28.0,115.0,LHR,LAX,A,1748.0,315.0,Boeing 737,C,D,American Airlines
1458,2023-07-02,12:23,1882.0,1.0,30.0,183.0,JFK,CDG,A,1633.0,224.0,Airbus A380,C,D,Qantas
1461,2023-06-12,14:22,3313.0,9.0,18.0,120.0,ORD,BOG,A,1082.0,710.0,Boeing 737,B,A,American Airlines
1465,2023-06-15,05:10,4129.0,8.0,30.0,174.0,LHR,CDG,A,3574.0,902.0,Airbus A380,C,A,Emirates
1473,2023-06-15,09:36,1397.0,9.0,15.0,178.5,DXB,HND,B,3942.0,972.0,Boeing 737,D,C,Qantas
1477,2023-06-18,06:51,3660.0,5.0,15.0,121.8,SYD,HND,B,1410.0,404.0,Boeing 737,A,C,British Airways
1480,2023-06-12,00:44,1974.0,7.0,13.0,58.0,JFK,LHR,A,4928.0,303.0,Airbus A380,B,D,British Airways
1483,2023-06-10,16:55,2199.0,2.0,28.0,195.3,SYD,BOG,B,3741.0,343.0,Boeing 737,B,A,American Airlines
1484,2023-06-25,05:46,1531.0,7.0,15.0,181.65,SYD,HND,B,2962.0,462.0,Boeing 737,D,D,American Airlines
1485,2023-06-24,01:41,4770.0,7.0,27.0,195.3,AMS,SIN,B,3395.0,864.0,Airbus A320,C,A,British Airways
1489,2023-07-01,18:45,2096.0,1.0,24.0,77.0,ORD,CDG,A,2736.0,280.0,Airbus A320,B,C,British Airways
1491,2023-06-14,06:14,2712.0,10.0,26.0,88.2,AMS,SIN,B,3579.0,978.0,Boeing 777,A,A,Emirates
1492,2023-07-03,13:40,1965.0,7.0,22.0,81.0,JFK,HND,A,1280.0,793.0,Airbus A380,A,C,Qantas
1494,2023-06-09,17:28,1670.0,7.0,24.0,181.0,LHR,BOG,A,3454.0,954.0,Boeing 737,A,C,American Airlines
1496,2023-06-11,07:12,1301.0,5.0,16.0,63.0,LHR,SIN,A,2116.0,844.0,Boeing 777,A,A,American Airlines
1498,2023-06-14,21:16,1197.0,3.0,11.0,56.0,LHR,LHR,A,2740.0,446.0,Airbus A380,A,C,British Airways
1504,2023-06-17,23:31,1326.0,2.0,27.0,108.0,ORD,SIN,A,4420.0,827.0,Airbus A380,D,C,American Airlines
1508,2023-06-21,02:40,1198.0,10.0,30.0,103.0,JFK,LAX,A,3546.0,362.0,Airbus A380,A,B,Emirates
1509,2023-06-30,17:42,4006.0,7.0,28.0,155.4,SYD,BOG,B,1385.0,360.0,Boeing 737,B,B,American Airlines
1511,2023-06-10,16:10,2602.0,4.0,21.0,93.45,SYD,BOG,B,1954.0,967.0,Airbus A380,D,A,British Airways
1512,2023-06-21,10:20,4124.0,3.0,26.0,170.1,AMS,SIN,B,4506.0,201.0,Airbus A320,D,C,American Airlines
1514,2023-06-28,15:22,1315.0,8.0,30.0,196.35,DXB,LHR,B,2178.0,270.0,Boeing 737,A,D,Qantas
1521,2023-07-01,01:33,1897.0,1.0,18.0,90.3,SYD,HND,B,4268.0,982.0,Boeing 777,C,C,British Airways
1522,2023-07-02,14:30,3908.0,9.0,13.0,101.85,AMS,BOG,B,4237.0,833.0,Airbus A320,D,C,British Airways
1524,2023-06-13,07:14,1083.0,4.0,17.0,65.0,JFK,LHR,A,3894.0,969.0,Airbus A320,D,B,British Airways
1528,2023-06-15,11:59,4800.0,7.0,12.0,157.0,JFK,BOG,A,2914.0,248.0,Airbus A320,A,D,Emirates
1529,2023-06-15,22:01,4008.0,2.0,11.0,77.7,DXB,LHR,B,1879.0,400.0,Boeing 737,A,A,British Airways
1531,2023-06-07,16:45,4987.0,1.0,22.0,125.0,LHR,LHR,A,2735.0,880.0,Boeing 777,C,C,Emirates
1532,2023-06-17,00:29,2878.0,10.0,25.0,140.70000000000002,DXB,LHR,B,4961.0,950.0,Airbus A320,C,B,American Airlines
1543,2023-06-25,07:36,2993.0,7.0,29.0,70.35000000000001,AMS,LHR,B,3360.0,597.0,Airbus A380,B,D,Qantas
1552,2023-06-13,22:41,1654.0,8.0,15.0,138.6,AMS,LAX,B,3607.0,766.0,Boeing 777,B,C,British Airways
1553,2023-06-09,09:26,2045.0,7.0,18.0,74.0,JFK,BOG,A,2913.0,851.0,Boeing 777,D,C,Emirates
1554,2023-06-18,17:18,2765.0,8.0,14.0,164.85,AMS,LAX,B,2943.0,808.0,Boeing 777,B,C,American Airlines
1555,2023-06-18,05:07,3745.0,5.0,28.0,210.0,AMS,CDG,B,2234.0,128.0,Airbus A320,D,D,Qantas
1556,2023-06-30,04:00,3784.0,1.0,27.0,78.0,JFK,LAX,A,2902.0,494.0,Boeing 737,D,B,American Airlines
1573,2023-06-29,02:12,4379.0,6.0,30.0,97.0,ORD,LHR,A,3388.0,415.0,Airbus A320,A,A,Emirates
1574,2023-06-25,07:12,3693.0,6.0,14.0,154.35,DXB,HND,B,1668.0,479.0,Boeing 777,D,B,Qantas
1575,2023-06-28,16:19,4936.0,5.0,13.0,172.0,ORD,LAX,A,1737.0,862.0,Boeing 737,C,A,Qantas
1579,2023-07-01,03:10,3678.0,3.0,16.0,94.5,AMS,LAX,B,2223.0,645.0,Airbus A380,D,D,American Airlines
1582,2023-06-25,20:33,4598.0,6.0,19.0,134.4,DXB,LAX,B,2601.0,163.0,Airbus A320,C,D,Qantas
1585,2023-06-08,00:07,1090.0,9.0,20.0,91.0,LHR,LHR,A,4626.0,262.0,Airbus A380,C,A,American Airlines
1587,2023-07-04,07:51,3333.0,9.0,23.0,150.15,DXB,SIN,B,1718.0,529.0,Boeing 737,D,A,Emirates
1596,2023-06-18,20:07,4084.0,9.0,23.0,163.8,AMS,HND,B,1700.0,376.0,Boeing 737,B,A,British Airways
1600,2023-06-07,06:26,2932.0,10.0,25.0,107.0,JFK,CDG,A,3856.0,725.0,Airbus A320,D,C,Emirates
1605,2023-06-27,09:16,4122.0,4.0,23.0,71.0,ORD,BOG,A,2316.0,850.0,Airbus A380,B,C,Emirates
1606,2023-06-19,06:16,2088.0,3.0,28.0,151.20000000000002,DXB,SIN,B,1406.0,544.0,Boeing 777,A,C,British Airways
1611,2023-06-20,07:00,4153.0,10.0,22.0,110.25,DXB,LHR,B,3634.0,402.0,Boeing 777,C,C,American Airlines
1613,2023-06-14,15:08,4000.0,3.0,10.0,146.0,ORD,BOG,A,4934.0,821.0,Boeing 777,A,B,British Airways
1615,2023-06-23,14:17,3555.0,4.0,11.0,179.55,DXB,LHR,B,3151.0,935.0,Airbus A380,D,D,British Airways
1617,2023-06-25,13:22,3524.0,8.0,28.0,119.0,ORD,HND,A,2061.0,843.0,Boeing 777,B,B,American Airlines
1618,2023-06-07,11:24,3017.0,10.0,14.0,179.55,AMS,BOG,B,4930.0,304.0,Boeing 777,C,C,Emirates
1622,2023-06-24,15:44,1300.0,8.0,16.0,190.0,JFK,SIN,A,4194.0,689.0,Airbus A320,D,C,American Airlines
1629,2023-06-21,12:51,3606.0,1.0,29.0,160.65,AMS,BOG,B,4676.0,789.0,Airbus A320,B,A,Qantas
1635,2023-06-07,17:34,4446.0,3.0,14.0,146.0,JFK,LAX,A,1555.0,277.0,Airbus A320,A,C,British Airways
1640,2023-07-01,01:21,3168.0,4.0,29.0,143.85,AMS,BOG,B,4751.0,241.0,Boeing 777,A,B,British Airways
1642,2023-06-30,20:18,3096.0,7.0,16.0,123.9,AMS,LAX,B,4686.0,417.0,Boeing 737,D,D,American Airlines
1643,2023-06-22,05:19,2596.0,2.0,17.0,199.5,DXB,SIN,B,2419.0,825.0,Airbus A380,B,B,American Airlines
1652,2023-06-25,07:23,3475.0,7.0,26.0,127.0,LHR,LHR,A,1225.0,494.0,Airbus A380,C,A,Emirates
1655,2023-06-23,07:40,4377.0,5.0,10.0,160.0,ORD,LHR,A,1730.0,272.0,Airbus A320,B,A,Emirates
1656,2023-06-21,19:30,4725.0,3.0,22.0,113.0,LHR,HND,A,4402.0,958.0,Airbus A380,C,D,Qantas
1660,2023-07-05,14:40,1098.0,10.0,23.0,200.55,DXB,BOG,B,1086.0,725.0,Boeing 777,B,C,Qantas
1662,2023-06-18,09:49,2293.0,6.0,24.0,139.65,SYD,HND,B,4222.0,455.0,Airbus A380,D,C,British Airways
1667,2023-06-17,23:48,2713.0,9.0,25.0,61.0,JFK,LAX,A,2849.0,762.0,Airbus A320,D,D,American Airlines
1669,2023-07-01,05:35,1452.0,3.0,23.0,191.0,ORD,CDG,A,3823.0,313.0,Airbus A380,B,C,American Airlines
1670,2023-06-15,16:09,4032.0,6.0,23.0,65.0,ORD,LHR,A,1625.0,536.0,Airbus A380,B,A,American Airlines
1675,2023-07-02,10:51,1672.0,9.0,27.0,82.95,SYD,HND,B,3799.0,654.0,Airbus A380,D,C,Qantas
1676,2023-06-27,11:47,1474.0,6.0,25.0,90.3,AMS,CDG,B,2429.0,138.0,Boeing 737,B,C,British Airways
1679,2023-06-19,07:16,4371.0,1.0,19.0,191.1,DXB,LHR,B,2504.0,258.0,Airbus A380,A,C,British Airways
1686,2023-06-21,12:24,3110.0,9.0,29.0,79.8,SYD,LAX,B,1435.0,139.0,Airbus A320,B,D,Emirates
1687,2023-06-07,15:57,4993.0,7.0,24.0,75.60000000000001,DXB,SIN,B,4971.0,999.0,Airbus A320,D,C,American Airlines
1688,2023-06-06,17:26,3799.0,1.0,13.0,164.0,ORD,SIN,A,2079.0,371.0,Airbus A320,B,B,American Airlines
1689,2023-06-26,08:20,2196.0,1.0,16.0,115.0,LHR,LAX,A,3327.0,365.0,Airbus A380,C,D,American Airlines
1690,2023-06-14,23:55,1627.0,7.0,13.0,54.6,SYD,SIN,B,4411.0,997.0,Airbus A380,D,D,American Airlines
1694,2023-06-11,20:37,2104.0,8.0,27.0,113.0,JFK,CDG,A,2693.0,434.0,Boeing 737,D,A,American Airlines
1699,2023-06-13,13:39,2763.0,5.0,17.0,81.0,ORD,LAX,A,3559.0,817.0,Airbus A320,A,A,Qantas
1700,2023-06-14,16:51,2406.0,3.0,19.0,142.0,ORD,HND,A,1141.0,552.0,Boeing 737,D,D,Emirates
1703,2023-07-01,12:54,3597.0,7.0,28.0,176.0,LHR,HND,A,3864.0,240.0,Airbus A320,D,A,Emirates
1705,2023-06-25,10:36,1396.0,1.0,10.0,63.0,DXB,SIN,B,4560.0,184.0,Airbus A380,B,D,British Airways
1706,2023-06-27,01:09,1819.0,8.0,24.0,87.15,AMS,LHR,B,3985.0,519.0,Boeing 777,C,C,Emirates
1710,2023-06-16,18:06,1133.0,10.0,24.0,115.5,AMS,LHR,B,1310.0,727.0,Airbus A380,D,C,British Airways
1717,2023-07-05,10:13,3650.0,4.0,29.0,128.0,JFK,SIN,A,2664.0,920.0,Boeing 737,B,D,American Airlines
1718,2023-06-18,19:44,2883.0,1.0,17.0,116.0,JFK,LAX,A,3477.0,202.0,Boeing 737,D,A,American Airlines
1720,2023-06-25,18:43,4987.0,4.0,22.0,147.0,ORD,LAX,A,3105.0,866.0,Airbus A320,C,C,British Airways
1724,2023-06-14,08:41,2554.0,2.0,19.0,138.6,AMS,SIN,B,1658.0,435.0,Boeing 737,B,D,British Airways
1729,2023-06-16,20:48,1692.0,6.0,22.0,57.0,JFK,BOG,A,1679.0,938.0,Boeing 737,C,A,Emirates
1730,2023-07-05,21:24,3211.0,9.0,27.0,193.0,JFK,LHR,A,2793.0,421.0,Airbus A320,D,C,British Airways
1733,2023-06-30,07:30,3994.0,8.0,12.0,163.8,SYD,BOG,B,1862.0,582.0,Airbus A320,A,A,Qantas
1739,2023-06-29,17:20,2081.0,8.0,23.0,77.7,SYD,LAX,B,4922.0,274.0,Airbus A320,B,C,American Airlines
1742,2023-06-28,06:09,4758.0,7.0,13.0,78.0,ORD,LHR,A,1226.0,614.0,Airbus A320,C,A,Emirates
1743,2023-07-01,17:38,3651.0,7.0,19.0,127.05,AMS,LHR,B,1725.0,316.0,Boeing 737,A,D,British Airways
1747,2023-06-13,08:18,1797.0,9.0,21.0,199.0,JFK,LAX,A,2614.0,227.0,Airbus A320,C,A,Emirates
1749,2023-07-04,13:49,1238.0,1.0,11.0,89.0,ORD,CDG,A,1453.0,150.0,Airbus A320,C,B,American Airlines
1751,2023-06-08,23:51,3780.0,8.0,10.0,83.0,LHR,LHR,A,1688.0,166.0,Airbus A320,B,D,Qantas
1753,2023-06-06,11:32,4609.0,9.0,10.0,119.0,ORD,BOG,A,2341.0,495.0,Airbus A320,A,D,Emirates
1755,2023-07-04,23:14,4044.0,9.0,10.0,116.55,SYD,LHR,B,1291.0,217.0,Boeing 777,B,C,British Airways
1756,2023-07-04,11:50,2285.0,3.0,10.0,172.0,JFK,LHR,A,4015.0,251.0,Boeing 737,A,C,Qantas
1760,2023-06-23,00:56,4246.0,5.0,10.0,139.0,JFK,HND,A,4546.0,269.0,Boeing 777,C,A,Emirates
1764,2023-06-10,18:37,2001.0,10.0,17.0,91.35,DXB,LHR,B,1829.0,315.0,Airbus A320,B,C,American Airlines
1771,2023-06-18,13:39,1095.0,1.0,29.0,67.0,JFK,SIN,A,1418.0,710.0,Airbus A320,A,B,Qantas
